smiles,ox
Brc1c2C=CCc2c2c3c1snc3CNC2,5.844022851
Brc1[nH]nnc2c1c(cc2)C1(CN=CO1)C#C,5.704153262
O=C1c2occc2c2c1c1CCCc1c(c2)Br,5.793227331
O=CC1OC(=N)n2c1c1CCCc1c(c2=N)Br,5.421094292
N#Cc1cc2c(c1)c1[nH]cnc(=N)c1sc2Br,5.742911547
O=COC1=Nc2c(C1)c(Br)c(c1c2CCC1)Br,6.013495722
N=COC1Cc2c(C1)c(Br)cc1c2NCC1=O,5.371910775
N=CNC1=Nc2c(C1=O)cc(c1c2CCC1)Br,5.772700411
Brc1c2CCCc2c2c3c1[nH]nc3scn2,5.467096525
N=COCc1c(Br)c2CCCc2c2c1CCO2,5.630665883
O=COC1CCc2c(O1)c1CCCc1c(c2)Br,5.705980235
N=COC1CCc2c1c(Br)oc1c2sc(=N)n1,5.810726166
N=c1ccnc2c([nH]1)c(Br)c1cccc1c2Br,5.150892165
O=c1[nH]nnc2c(c1)c(Br)c1cccc1c2Br,4.232109857
N#CCNc1[nH]c(Br)c2c(c1Br)cc(c2)C#C,4.77842225
N#CCC(=O)C1CCc2c1c(Br)[nH]c(=O)c2Br,5.932336361
O=C1CCc2c(C(=O)C1)cc1c(c2Br)CCC1,6.279385387
Brc1c2OCC3(c2cc2c1CCC2)COC=N3,5.550395518
O=Cc1sc2c(c1C#C)cc1c(c2Br)CCC1,6.067189257
N#CC1(Cc2c(C1)cccc2Br)c1ncno1,6.564633785
O=CC1(Cc2c(C1)cccc2Br)c1nnsn1,6.363312963
N=C1NCC(C1)OC1Cc2c(C1)cccc2Br,5.918696919
C#Cc1c2CCCc2c(c2c1cnc(=O)o2)Br,6.317862578
C#Cc1c(nc(c2c1CCC2)Br)C1CNCC1,5.352728099
N#CCNC(=N)Cc1cc2cccc2c([nH]1)Br,4.930499145
O=CCCCC1(C#C)CCc2c1c(Br)ccc2,6.477860712
O=CCc1c(sc(c2c1ccc2)Br)C1CO1,5.192849967
N=CNC(=O)Cc1c(=O)oc(c2c1CCC2)Br,6.104030499
O=c1[nH]cc(s1)c1c[nH]c(c2c1ccc2)Br,4.941836231
Brc1[nH]c(N=c2cn[nH]nn2)cc2c1ccc2,4.523952394
C#CCC(Oc1cc2cccc2c([nH]1)Br)C=O,4.780927059
N#Cc1c2CCCc2c(c2c1sccc2=N)Br,5.946465609
N#Cc1c([nH]c(c2c1ccc2)Br)n1cncc1,5.305483938
N#CCC1(C#N)C=Cc2c1c(Br)sc(=O)n2,6.694852851
N#Cc1c(C#N)sc(c2c1ccc2C#C)Br,5.792114929
N#CCCCNC1Cc2c(C1)cc(=N)oc2Br,5.525463617
N=c1cc2CC(Cc2c(s1)Br)S(=O)(=O)C1CO1,5.783173263
N#CC1CCC(N1)c1coc(c2c1ccc2)Br,5.285838396
O=Cc1cocc1c1coc(c2c1ccc2)Br,5.299874036
O=CNC(=O)C(=O)c1cc2c(c1)ccoc2Br,5.567834216
O=Cc1c[nH]c(c2c1ccc2C1CN=CO1)Br,5.057627813
O=CC(=O)c1c(Br)[nH]c(c2c1ccc2C#C)Br,5.222983872
N=CNC(=O)c1sc(Br)c2c(c1C=O)ccc2,5.6163184
O=c1cc2CCC(c2c([nH]1)Br)Oc1ncns1,6.075472679
Brc1sc(cc2c1ccc2)c1nn[nH]c(=N)c1,5.289528806
N#Cc1[nH]nnc1c1cc2cccc2c(s1)Br,5.349590897
N#Cc1csc(c2c1ccc2c1ccco1)Br,5.092470106
Brc1oc(Br)c2c(c1N1CCOCC1)ccc2,5.21290613
N#Cc1coc(c1)c1ncc2c(c1Br)CCC2,5.937449655
C#Cc1ncc2c(c1Br)CC(C2)C1CCCO1,6.392339364
O=Cc1ncc2c(c1Br)C(CC2)C1=NCCN1,5.59244475
N=CNC(=N)C1(C=O)Cc2c(C1)cncc2Br,6.118687648
N=C1OCC(C1)Nc1n[nH]c(c2c1ccc2)Br,5.184641376
N=CNC(=O)CNc1coc(c2c1ccc2)Br,5.046470867
C#CC(=O)c1cc2c(c1)c(=N)c(=N)c(=O)c2Br,6.416450297
N#CCC(=O)Nc1c(=N)oc(c2c1CCC2)Br,5.652729158
C#CC1(CN=CO1)c1ccc2c1cn[nH]c2Br,5.435494837
N#CC(c1n[nH]c(c2c1ccc2)Br)C(=O)C#N,5.625243739
O=c1oncn2c(n1)c(Br)c1cccc1c2=N,6.248862087
Brc1oncc2c1cc(c2)c1cnc[nH]c1=N,5.401947535
Brc1oncc2c1cc(c2)c1cscnc1=O,5.822579451
BrC1=C2CCCC2=C(NS1(=O)=O)n1cccn1,5.595148203
N=c1occ2c(c1Br)CC(C2)c1cscc1,5.635107055
O=C1NCC(O1)C1CCc2c1c(Br)c(=O)oc2,6.193419676
C#CCC(=O)c1ccc2c1c(Br)oc(n2)C#N,6.146254973
Brc1[nH]ncc2c1c(cc2)C(=O)NCCC#N,5.388040605
N#CC(=O)NC(=O)c1ccc2c1c(Br)occ2,5.525094903
Brc1c(=N)scc2c1CC(C2)NC1CCCC1,5.274756825
N#CC(=O)COC1Cc2c(C1)c(Br)c(=N)sc2,5.771138477
O=c1sc(C2CCCN2)c2c(c1Br)CCC2,5.556478082
O=CC(=O)C1CCc2c1c(Br)c(=O)sc2C=O,6.462432665
O=Cc1c(Br)c2cccc2n2c1nc[nH]c2=N,5.21775629
O=C1NCC(=O)N1c1ccc2c1c(Br)[nH]nn2,5.628407064
O=C1OCC(=O)N1c1ccc2c1c(Br)snn2,6.168406141
O=CNc1ccc2n(n1)c1cccc1c(n2)Br,5.276988705
Brc1scnc2c1c(cc2)n1ncoc1=N,5.267359951
Brc1c2CCCc2nc2c1c1nc[nH]c1C2=O,5.752122878
C#Cc1cc2c(c1)c(Br)c1c([nH]2)c(=O)nc[nH]1,5.222767541
Brc1c(=O)[nH]c2c(c1Br)[nH]c1c(c2Br)ccc1,5.054033731
N#Cc1cc(Br)c2c(n1C1=NCCO1)ccc2,5.31049002
N#CC1=NC(CN1)c1cnc2c(c1Br)CCC2,6.12821708
N#Cc1ncc(o1)c1cnc2c(c1Br)CCC2,6.216106364
N=c1scc([nH]1)c1c[nH]c2c(c1Br)ccc2,4.958129329
N=c1[nH]ncc(n1)c1cc(Br)c2c([nH]1)ccc2,5.071109701
O=c1nnonc1c1cc(Br)c2c([nH]1)ccc2,5.031919843
Brc1c(c[nH]c2c1ccc2)CC1NCS1(=O)=O,4.91915172
O=CS(=O)(=O)CCc1c[nH]c2c(c1Br)ccc2,4.892670674
Brc1c(CNc2ncco2)cnc2c1CCC2,5.417750828
O=CC(=N)OC(=O)C1Cc2c(C1)nccc2Br,6.688774641
C#Cc1ccnn1C1Cc2c(C1)nccc2Br,6.267734282
Brc1cc[nH]c2c1cc(c2)N=c1cn[nH]nn1,4.917758224
C#CCCCc1nc2cc(cc2c([nH]1)Br)C#N,5.461969353
O=CNC(=O)CCc1nc2cccc2c([nH]1)Br,5.043610949
N#CC(=O)OCCc1nc2cccc2c([nH]1)Br,5.151287003
N#Cc1n[nH]cc1c1nc2cccc2c([nH]1)Br,5.099226697
N#Cc1occc1n1cnc(c2c1ccc2)Br,5.312589923
O=c1[nH]nnc(n1)c1cc2c(c1)c(Br)nc[nH]2,5.50937651
O=C1CNC(C1)Cn1cnc2c(c1Br)ccc2,5.118994962
Brc1n(CCc2cnco2)cnc2c1ccc2,5.107531888
O=CNC=Nc1cc2c(c1)c(Br)nc([nH]2)C#C,5.183639725
O=C1COC(=Nc2cc3c(c2)c(Br)[nH]cn3)N1,5.126127614
O=CCNC(=N)OC1CCc2c1c(Br)ncn2,6.319488187
C#Cc1c([nH]c2c(c1Br)ccc2)n1cncc1,5.104716869
O=COCC(=N)Nc1nc2cccc2c(o1)Br,5.283409506
O=c1[nH]cc([nH]1)c1cc2c(c1)c(Br)[nH]c(=N)[nH]2,4.511991351
O=CCCCOC1Cc2c(C1)nc(=N)oc2Br,6.221576672
N=c1snncc1c1nc2cccc2c(o1)Br,5.598729223
N#CCNC(=O)n1c(=O)nc2c(c1Br)CCC2,6.220580191
O=c1occ(o1)C1Cc2c(C1)nc(=O)oc2Br,6.072274523
N#CCOC=Nc1cc2c(c1)c(Br)oc(=O)[nH]2,5.270318374
Brc1scnc2c1cc(c2)C1=CCC2C1N2,5.344754342
Brc1sc(nc2c1ccc2)C1=CCC2C1N2,5.249099469
O=c1onccc1c1cc2c(c1)c(Br)cn[nH]2,5.426303915
N=C1NCCC(N1)c1cc2c(c1)c(Br)nn[nH]2,5.375082536
N=c1cc[nH]cc1c1cc2c(c1)c(Br)[nH]nn2,5.089422157
N#Cc1occc1c1cc2c(c1)c(Br)nn[nH]2,5.713996986
O=CNC(Cn1nnc2c(c1Br)ccc2)C#C,5.685755906
O=CC(=O)OC=Nc1cc2c(c1)c(Br)nn[nH]2,5.662643359
N#Cc1c[nH]nc1c1cc2c(c1)nnsc2Br,6.036555479
Brc1c(=N)onc2c1CC(C2)NC1CCOC1,5.488507543
N#Cc1c(=O)scc2c1oc1cccc1c2Br,5.67549612
Brc1cc(oc2c1ccc2)C1CC2OC1CO2,5.349389532
O=Cc1[nH]nnc1c1cc2c(c1)occc2Br,5.44759874
N=CNC(=N)c1cc2c(c1)c(Br)c(co2)C#C,5.595171605
Brc1cc(N=c2ccnno2)oc2c1ccc2,4.959535886
O=CNC(=O)CCc1cc(Br)c2c(o1)ccc2,5.303410158
N#CCOC(=O)Cc1cc(Br)c2c(o1)ccc2,5.362685294
N=C1NC(=O)C(N1)c1nc(Br)c2c(o1)ccc2,5.578611019
O=CC(=O)NC(=N)c1cc2c(c1)ocnc2Br,5.724466844
O=C1NCC(=Nc2cc3c(c2)ocnc3Br)O1,5.453124831
O=COC(c1cc2c(c1)c(Br)[nH]c(=N)o2)C#C,5.502553523
O=C1OCC(O1)c1cc2c(c1)c(Br)[nH]c(=O)o2,5.605149481
C#CCOC(=N)c1cc2c(c1)c(Br)[nH]c(=O)o2,5.678691283
Brc1cnoc2c1cc(c2)C1C2OCC1OC2,5.540311518
N#CC(=O)CC(=O)c1cc2c(c1)oncc2Br,5.866043132
N=CNC(=N)CNc1noc2c(c1Br)ccc2,5.336926983
O=Cc1oncc1c1cc2c(c1)onnc2Br,4.754655541
O=c1cnc(=N)c2c(s1)c(Br)c1cccc1s2,5.469479699
C#Cc1cnc([nH]1)c1csc2c(c1Br)ccc2,5.327733612
O=c1ccoc(n1)c1cc2c(c1)sccc2Br,5.56685651
N#Cc1n[nH]nc1c1cc2c(c1)sccc2Br,5.515180157
N#Cc1cc(c2c1c(Br)ccs2)S(=O)(=O)C#C,6.256239642
N=COc1c(sc2c(c1Br)ccc2)C(=O)C#N,5.663957398
Brc1nc(sc2c1ccc2)C1=CCC2C1N2,5.395977626
Brc1c(NCC2CO2)sc2c(c1Br)ccc2,5.186641686
O=CCC(c1cc2c(c1)sc(=N)sc2Br)C=O,5.506854557
Brc1oc(=NC2=NCCCO2)sc2c1ccc2,5.560372034
O=CCOCCn1c(=O)sc2c(c1Br)ccc2,5.37498267
N=C1NC(=O)C(O1)c1nsc2c(c1Br)ccc2,5.639484825
C#CC#CC(=O)c1nsc2c(c1Br)ccc2,5.753286982
N#CCNC(=O)Nc1nsc2c(c1Br)ccc2,5.431084686
O=Cn1ccc(c2c1ccc2S(=O)(=O)C=O)Br,5.751681509
O=c1scc2c(c1Br)C13OC=NC3(C1)CC2,6.164794372
N=c1cc2CCc3c(c2c(s1)Br)c(=N)ncs3,5.615360831
N=c1nc2CCc3c(c2c(s1)Br)sccc3=O,6.118375533
O=c1sc2c3c(c1Br)CCCC1C3C1S2(=O)=O,6.129696292
Brc1sc(=N)c2c3c1C=CCC1C3C1C=C2,2.78257926
C#CC12CCOC(C1)CCc1c2c(Br)ncn1,6.094180789
C#CC1C2CC2C2=CNS(=O)(=O)C(=C12)Br,5.609703581
BrC1=C2C=C(ON=C2S(=O)(=O)C=C1)CC1CC1,5.832222355
BrC1=C2CCCC3CC(OC(=CS1(=O)=O)O2)C3,6.843244779
C#Cc1c2c(Br)[nH]c(=O)n3c2c2c1ccc2c3,5.359294482
O=c1scc2c(c1Br)CC=CC1C2CC=C1,6.067140276
O=CC1CCC(C1)c1ccc2c1ocnc2Br,5.43354895
BrC1=C2CC=CC3C(N2N=NS1(=O)=O)CCC3,3.133640606
O=C1CCCC1Cc1nc2c(c1)c(Br)nno2,5.91962129
C#CC1CC2OC1c1nccc(c1CCC2)Br,6.396974282
Brc1sc(=N)c(c2c1c1ncccc1CC2)Br,5.833733132
N=C1CCC(O1)C1CCc2n1cnc(=N)c2Br,5.581695975
N=c1[nH]nc2c(c1Br)cc([nH]2)CC1CCCO1,4.958216405
Brc1scnc2c1ccc2C1CCC(=O)N1,5.469689499
N=CN1CCC1c1ccc2c1ccsc2Br,5.160053155
N=c1ccc2c3c(c1)CCCc3c(oc2=O)Br,5.762174225
N#CC1CC2CCCc3c2c(N1)c(=O)[nH]c3Br,4.817006383
N=C1CC(N1)Cc1nc2c(c1)c(Br)cns2,5.967226274
N#Cc1noc(c1)c1ccc2c1ncoc2Br,5.717523311
N=C1CC(O1)Cc1nc2c(c1)c(Br)scn2,6.025586564
O=C1CCc2c3C(C1)CCCc3c(c(=O)[nH]2)Br,5.52301568
Brc1onnc2c1ccc2C1CC(=O)NC1=O,6.168388453
Brc1nncc2c1CCCC12CCS1(=O)=O,6.50370229
N=c1sc2c(ccc2c([nH]1)Br)C1CN1,5.091586552
C#CC1C2CNC(C2)Cc2c1c(Br)c(=N)sc2,5.617714073
N#Cc1c[nH]c2c1CCCc1c2nccc1Br,5.670096834
C#Cc1cnc2c(c1Br)CCC2C1CNC=N1,5.52714256
Brc1c(=N)scc2c1CC(C2)CC1NC=NC1,5.538926457
Brc1onnc2c1ccc2C1CN=CN1C=O,6.147237848
N=C1NCC(C1)c1ccc2c1[nH]c(=N)sc2Br,4.890815945
N=c1[nH]cc(o1)Cc1nc2c(c1)c(Br)[nH]cc2,5.097512923
Brc1ncnc2c1CC(N2)Cc1c[nH]c(=N)o1,5.209143065
C#CC1CC(c2c1c(Br)cnc2)c1cnco1,6.298861674
Brc1nc[nH]c2c1ccc2C1CN=C(O1)C=O,5.363927495
N=c1[nH]nc2c(c1Br)CCCC1N=C(O2)NC1,5.653138417
O=C1NCC(N1)CC1Nc2c(C1)c(Br)ncn2,5.797952046
C#CC1c2oc(=O)[nH]c2c2c1c(Br)c(=O)[nH]c2,5.235893232
O=C1NCC(O1)Cc1cc2c(c1)c(Br)[nH]cn2,5.176199039
C#CC1c2c(Br)sc(=N)c(=N)n2c2c1cn[nH]2,5.615074295
C#CC1c2c(Br)cccc2c2c1c(=N)cn[nH]2,5.497775473
Brc1c(=O)occ2c1CC(C2)Cc1[nH]nnc1,6.151861065
Brc1sncc2c1cc(n2)CC1CO1,6.167191696
N#Cc1cc(Br)c2c(s1)c(cc2)C1COC1,5.524011617
O=CNC12COCC1CCc1c2c(Br)ncn1,6.465051762
C#CC12CCOCC1CCc1c2c(Br)ncn1,6.658472842
N#CC1CC2COCc3c2c(C1)c(Br)oc3=N,5.63835011
N#CC1CC(c2c1c(Br)ncn2)C1COC=N1,6.736199485
BrC1=c2cccc3c2=C(C(=N)C1=O)N=CC3=O,5.881166412
N=C1OCC(O1)Cc1nc2c(c1)c(Br)cns2,6.147403294
O=CC1CC2COC(O2)c2c(C1)c(Br)cnc2,6.589725145
O=CNC12CCCc3c2c(OC1)oc(=O)c3Br,5.731415275
O=C1OCC(C1)C1CCc2c1noc(=N)c2Br,6.482706791
BrC1=C2CCCc3c(N2N=CS1(=O)=O)onc3,6.180730456
C#CC1c2c(Br)ncc(=O)n2c2c1ccs2,5.844920827
Brc1c2C=CCc3c2c(c2c1nc[nH]2)sc3,5.247133989
O=c1scc(o1)C1CCc2c1nsc(=N)c2Br,6.146572802
C#Cc1nc(=N)c2n3c1cccc3c([nH]c2)Br,3.900314182
Brc1nc2c(=O)oc(c3n2c(c1Br)ccc3)Br,4.933039602
C#CC1c2c(Br)c(=N)oc3n2c2C1NCc2n3,5.681047246
C#CC1C2NCC3C2c2c1c(Br)c(=N)[nH]c2O3,4.977098124
O=c1scc2c(c1Br)C=CCC1C2CCN1,5.542290875
BrC1=C2C=CCC3C(N2C=CS1(=O)=O)CCN3,5.593284766
O=c1c(Br)c2cnccc3nc(c1CC2)NC3,4.227747053
N#Cc1c[nH]c(n1)c1ccc2c1nn[nH]c2Br,5.476815893
N=C1CN=C(N1)c1ccc2c1[nH]c(=N)sc2Br,5.199969286
O=Cc1coc2c(c1Br)ccc2C1=NCCO1,5.547758461
O=c1nc2CCC3=NC(C(=O)c2c(o1)Br)CO3,6.690765427
O=C1CN=C(N1)Cc1cc2c(c1)cnsc2Br,5.762148102
N#Cc1ncc2c(c1Br)CCC2c1nccs1,6.49237745
O=CC12CNC=NC1CCc1c2c(Br)ncn1,5.800105284
N#CC1CC2N=COc3c2c(C1)c(Br)[nH]c3=N,5.276885573
Brc1oc(=O)c2c3c1CCCC3N=C(O2)C#N,6.187947463
O=c1[nH]c2cccc3n2c(cc1=O)ncc3Br,5.272130381
O=c1[nH]nc([nH]1)C1CCc2c1cc(=O)[nH]c2Br,5.835182411
O=c1[nH]nc(o1)c1ccc2c1[nH]c(=O)[nH]c2Br,5.241938789
O=c1onc2c(c1Br)CC(N2)Cc1n[nH]nn1,6.051461884
O=c1onc(s1)CC1Oc2c(C1)c(Br)cnc2,6.219501531
Brc1[nH]ncn2c1cc(c2=N)Cc1nscc1,4.706733273
C#CC1c2c(Br)[nH]c(=O)c(=N)n2c2c1nsn2,5.748286343
O=C1CCOC21CCCc1c2coc(=O)c1Br,6.120201962
C#CC1C2OCC(O2)c2c1c(Br)sc(=N)c2,5.881313898
N=c1oc2c(c1)n1ncc(=O)c(c1ccc2)Br,5.786222572
N#Cc1cc2oc(=O)cc3n2c(c1)c(Br)nc3,5.209705797
O=C1OC2CCCc3c2c(C1=O)c(=N)[nH]c3Br,5.746130384
N#CCN=c1ccc(c2c1c(Br)oc(=O)[nH]2)Br,5.497093828
N=C1CCC2(CO1)CCCc1c2c(Br)ccc1,6.301786355
N=C1NC(=N)C2(C1)CCCc1c2c(Br)ccn1,6.36908559
O=C1COCC21CCCc1c2c(Br)c(=O)oc1,6.146601102
N#Cc1cccc2c1c(Br)oc1c2sc(=O)n1,5.948742659
C#CC1C=Cc2c(C1)c1snnc1nc2Br,6.419402462
O=c1nnsc2c1c(Br)c1c(c2)CCCC1,3.860937653
N#CCNC1CCc2c(C1)cc(cc2Br)C#C,5.847162774
O=CCNC(=O)C1CCCc2c1c(Br)ccc2,6.361772798
O=COC1CCc2c(C1)c(CC=O)ncc2Br,6.39615413
O=CCn1nc2cccc(c2c(c1=N)Br)C#C,5.386308871
N=c1cc2CCC(Cc2c(s1)Br)n1nncn1,5.683404569
C#CC1(C#N)C=Cc2c(C1)cc(=O)sc2Br,6.167078224
O=CC(=N)Nc1c(=N)[nH]c(c2c1CCCC2)Br,5.173877363
N=CNC=Nc1ccc2c(c1)c(Br)c(=N)oc2,4.99175364
N=c1ncc2c(s1)c(Br)c1c(n2)CC=CC1,6.190158662
O=c1[nH]nc(o1)c1nc(Br)c2c(n1)CCCC2,6.527912273
C#CCCCNC1CCc2c(C1)c(Br)ncn2,5.361935892
N=c1nc2CCCC(c2c(s1)Br)n1nnnn1,6.403845704
Brc1[nH]c(=O)nc2c1ccc(c2)c1cnon1,6.032504518
N#CCn1c(=O)nc2c(c1Br)cc(cc2)C#N,6.280675207
N=c1snc2c(c1Br)ccc(c2)C1CCC1,5.576644179
N=c1ccc2c3c(n1)ccc(c3C=CC=C2)Br,2.847226199
O=c1occ2c3c1ccccc3c([nH]c2=N)Br,3.160626968
O=c1sc2C=CC=Cc3c2c(n1)c(=O)oc3Br,5.613296302
N#CC1=Cc2c(Br)sc(=O)c3c2c(C=C1)sn3,3.662531717
N=CNc1nn2c3c1ccccc3c(nc2)Br,4.904758794
BrC1=C2CC#CCC3C(CC(=CS2(=O)=O)S1)C3,6.447891709
N=c1scc2c(c1Br)C#CCCC1C(O2)C1,5.647333954
N=c1scc2c(c1Br)CCCCC1C(O2)C1,5.492903544
BrC1=C2CCCCC3C(OC(=NN1)S2(=O)=O)C3,6.262764664
O=CNc1cc(Br)c2c3c1CCC3C(C2)C#C,5.726044289
C#CC1Cc2c3C1CCCCc3c(=N)oc2Br,5.516065616
O=c1[nH]c2c(ccc2c([nH]1)Br)Cc1ccc[nH]1,4.949483451
N=c1cc2C(C=CCc2c(s1)Br)C1CCN1,5.539357214
O=c1cc2CCCCc3c2c(s1)c(=N)oc3Br,5.789013917
Brc1nccc2c1CC=CCC12CCS1(=O)=O,6.458550142
BrC1=C2C=CC=CC3CN(C(=CS2(=O)=O)S1)C3,4.805259493
C#Cc1cc2c(Br)oc(=N)nc2c2c1ocn2,5.846569022
Brc1sc(=N)oc2c1ccc2CC1COC1,5.450608049
C#CC1Cc2c(Br)oc(=O)cc2c2c1coc2,6.098343589
C#Cc1cc2c(Br)[nH]c(=O)cc2c2c1cno2,5.565473083
O=c1scc([nH]1)Cc1ccc2c1cn[nH]c2Br,5.299578792
Brc1ncsc2c1ccc2CC1NCC=C1,5.201213391
N=c1c2CCc(c1Br)ncnc1nc(c2)NC1,4.705062493
Brc1nc[nH]c2c1ccc2CC1=NCC(=O)N1,5.004027614
N=c1oc2nc(c1Br)CCCCc1sc2cn1,5.994776728
C#Cc1ccc2n3c(c1)c(Br)[nH]nc3c(=N)n2,5.060245278
C#CC1Cc2n3c1n[nH]c(=N)c3nc(=N)c2Br,5.805252865
C#CC1Cc2c(Br)ccnc2Cc2c1non2,6.95796396
C#CCC1c2c(Br)ncnc2C2OC1S2(=O)=O,5.12005784
C#CC1Cc2c3C1OCc3c1c(c2Br)cno1,6.328716934
C#CC1CCc2c(c1cc(=O)ncocn2)Br,5.769582257
C#CC1Cc2c(C31CCCC3)c(Br)c(=O)sn2,6.720295238
Brc1nccc2c1C1(CCCC2)CCOC1=O,6.497444757
C#Cc1ccc2c1c1=c(c(=N)c2Br)ccc1=N,4.718566694
C#Cc1ccc2c1c1cnc(=O)oc1[nH]c2Br,5.271046279
C#Cc1ccc2c1c1[nH]ccc(=O)c1oc2Br,5.521673341
C#Cc1ccc2c1c1coc(=O)oc1nc2Br,5.54027451
C#Cc1ccc2c1c1nonc(c1cc2Br)Br,5.766189267
O=CC1CC(c2c1c(Br)c(CC#N)cc2)C#C,6.526324216
O=CS(=O)(=O)C1CCC=Cc2c1cccc2Br,6.148456103
O=CC(=O)C1CCCc2c(C1)c(Br)oc(=O)c2,6.175947508
N=COc1nc(C#C)c2c(c1Br)CCC2C#C,6.331860939
O=CCNc1sc(=N)c(c2c1CCCCC2)Br,5.079057879
C#CC1C=Cc2c1c(sc(=N)c2Br)C1CO1,5.72242871
Brc1c(=N)scc2c1C(C=CC=C2)N1CC1,5.316336389
N=CNc1cnc2c(c1Br)C(C=O)CC2C#C,5.877220759
C#Cc1cc(c2c1nnsc2Br)N1CCC1,4.903481219
O=c1snc2c(c1Br)C=CC(CC2)C1CO1,6.580625925
O=CC1CCc2c(C(=O)C1)c(Br)cc(n2)C#C,6.69360793
BrC1=C2C=CC=CC=C2S(=O)(=O)C(=O)O1,6.476857156
Brc1ocnc2c1ccc2CCc1cocc1,5.42510226
C#CCC1=Cc2c(C3C1N3)nsc(=O)c2Br,6.288556717
BrC1=C2C=CC=CCC3C(C(=CS1)S2(=O)=O)O3,5.123616819
C#CCC1CCc2c1cc1snnc1c2Br,6.41289159
C#Cc1cccc2c1c(C#N)c(=N)sc2Br,5.667243447
Brc1c(=N)scc2c1CCCCCC2,5.551370775
C#CCOC1CCCc2c(CC1)nccc2Br,6.502497098
O=COCc1nc2c(CC#C)ccc2c([nH]1)Br,5.13541677
C#CCN=c1oc(Br)c2c(n1)C(C#C)CCC2,6.176450647
Brc1scnc2c1ccc2C#CCC1CC1,5.397979569
C#CCC1CCc2c(C1)ccc(c2Br)CC#N,6.424342691
C#CC1C(C#C)CCCc2c1c(Br)[nH]c(=O)c2,5.948664018
O=CNC1CC(c2c1c(Br)cnc2)(C#C)C#C,6.935315095
BrC1=C2CCC#CC=CCC2=CS(=O)(=O)N1,3.587123213
C#CCCC1=CC=C2C1=C(Br)OS(=O)(=O)N2,5.365321807
C#CCC1(C#N)CCc2c(CC1)cccc2Br,6.42811664
Brc1nnsc2c1ccc2CC#CCC#C,5.743384753
Brc1c2CCC(C(n2c(=N)c(=N)[nH]1)C#C)C#C,5.073178312
N=C1NCCCCCCc2cc1c(Br)c(=N)[nH]2,5.165766461
BrC1=C2C=CC#CCCCC(=NN1)S2(=O)=O,5.219115499
C#CCC(Cc1nc2c(c1)c(Br)onc2)C#N,6.396948159
BrC1=C2CCCCCC=CC(=CS1(=O)=O)O2,6.605794021
C#CCC1CCCOc2c(C1)c(Br)c(=O)on2,6.902669034
C#CCc1cccc2n(c1=O)nnc(=N)c2Br,6.172475606
C#CCCC1(C#N)Cn2c(C1)c(Br)c(=O)nc2,6.312983574
C#CCC1CCNC(=N)c2c1c(Br)ncc2Br,6.400520471
C#CCCCC1(C#N)Nc2c(C1)c(Br)ccn2,5.696131069
N#CCCC1CCc2c(C(=O)C1)c(Br)ncc2,6.770581089
O=CNc1cc(c2c1[nH]ncc2Br)CCC#C,4.743418049
Brc1c2CCC(n2c(=O)c(=N)[nH]1)CCCC#N,5.220934037
N=C1C=CC=CC=Cc2c([nH]c(O1)cc2=O)Br,4.750671248
C#CCCc1cc(=O)c(c2c1c(Br)[nH]nc2)Br,5.752771054
C#CCCC1COCc2c(C1)c(Br)[nH]c(=N)c2,5.325624728
Brc1scc2c(=O)c1CCC=CCCCO2,3.742646976
O=C1CCCC=CCC2=C(S(=O)(=O)C1=NS2)Br,6.653408257
O=C1CCCCCCC2=C(S(=O)(=O)C1=NS2)Br,6.772682626
Brc1sc(=O)c(=O)n2c1C(CCC#C)CC2=O,6.181718502
O=CCCCC1CCc2c(O1)cc(=O)oc2Br,6.103853625
C#CCC1Cn2c(C1)c(Br)c1c(c2=O)[nH]cn1,5.465872012
C#CC1Cc2c(C1C#N)cc1c(c2Br)ccs1,6.024978933
C#CCC1CCc2c(N1)c(CC#C)cnc2Br,5.657201896
N#CCC1CCCc2c1c(CC#N)ncc2Br,6.742418923
O=CNc1cc2c(CCC#N)ccc2c([nH]1)Br,4.667099324
C#CCC1CCc2c(N1)c(C#C)sc(=N)c2Br,4.941138803
BrC1=C2C=CCCCCNC2=CS(=O)(=O)N1,5.434140798
N=CNc1cc(Br)c2c([nH]1)c(CCC#N)cc2,4.839523544
O=CNc1csc2c(c1Br)cc(n2)CCC#C,5.830534432
C#Cc1nsc2c(c1Br)ccccccn2,3.721786717
Brc1ncc(=O)n2c1C(CCCC#C)NCC2,5.853565073
BrC1=C2C#CCCCCNC(=CS2(=O)=O)N1,4.078349392
N#CC1CCCCCc2nc(N1)[nH]c(=N)c2Br,5.593790082
C#CCC1CCN(c2c1c(Br)sc(=N)n2)C=N,6.03436088
C#CCC1CCc2c(C(=O)N1)coc(=N)c2Br,5.862437894
C#CCC1CCNC(=O)c2c1c(Br)c(=O)on2,6.924399242
C#CC1C(CC#N)Nc2c1c(Br)c(cc2)C=O,5.605764459
Brc1nn[nH]c2c1ccc2CCC(=N)NC=N,5.440108802
N=C1CCCCCc2c(CO1)coc(=O)c2Br,6.227065756
C#CC(CC1OCc2c1c(Br)sc(=N)n2)C#N,6.3712391
N=C1CCCCCc2c(nc(CO1)oc2=N)Br,6.105144262
N=C1CCCCCc2nc(O1)sc(=N)c2Br,5.968804807
C#CC1CCc2c(C1=O)c1NCCc1nc2Br,5.26502875
